GeoName,GMP,Yr,POP,Region
"Morgantown, WV (MSA)",3158,2001,0.097604698,North East
"Morristown, TN (MSA)",2689,2001,0.097325274,North East
"Mount Vernon-Anacortes, WA (MSA)",3172,2001,0.08638109,North East
"Muncie, IN (MSA)",3127,2001,0.111293021,North East
"Muskegon, MI (MSA)",4099,2001,0.153981968,North East
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",9218,2001,0.24988479,North East
"Napa, CA (MSA)",5114,2001,0.114681676,North East
"Naples-Immokalee-Marco Island, FL (MSA)",9792,2001,0.234314429,North East
"Nashville-Davidson--Murfreesboro--Franklin, TN (MSA)",56650,2001,1.298805512,North East
"New Bern, NC (MSA)",3149,2001,0.100491448,North East
"New Haven-Milford, CT (MSA)",29458,2001,0.750579662,North East
"New Orleans-Metairie, LA (MSA)",51834,2001,1.063916256,North East
"New York-Newark-Jersey City, NY-NJ-PA (MSA)",929312,2001,17.29306463,North East
"Niles-Benton Harbor, MI (MSA)",4483,2001,0.149732799,North East
"North Port-Sarasota-Bradenton, FL (MSA)",16561,2001,0.54300141,North East
"Norwich-New London, CT (MSA)",9409,2001,0.2309864,North East
"Ocala, FL (MSA)",4721,2001,0.238049617,North East
"Ocean City, NJ (MSA)",2877,2001,0.090156999,North East
"Odessa, TX (MSA)",3019,2001,0.097835245,North East
"Ogden-Clearfield, UT (MSA)",12145,2001,0.437342456,North East
"Oklahoma City, OK (MSA)",36993,2001,0.936436817,North East
"Olympia-Tumwater, WA (MSA)",5932,2001,0.187088025,North East
"Omaha-Council Bluffs, NE-IA (MSA)",31859,2001,0.695611354,North East
"Orlando-Kissimmee-Sanford, FL (MSA)",65085,2001,1.546733525,North East
"Oshkosh-Neenah, WI (MSA)",5838,2001,0.150088696,North East
"Owensboro, KY (MSA)",3099,2001,0.098848522,North East
"Oxnard-Thousand Oaks-Ventura, CA (MSA)",24421,2001,0.699101111,North East
"Palm Bay-Melbourne-Titusville, FL (MSA)",11998,2001,0.450950913,North East
"Panama City, FL (MSA)",4164,2001,0.144880136,North East
"Parkersburg-Vienna, WV (MSA)",2598,2001,0.083370772,North East
"Pensacola-Ferry Pass-Brent, FL (MSA)",9727,2001,0.363911856,North East
"Peoria, IL (MSA)",11437,2001,0.330893415,North East
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (MSA)",240852,2001,5.147180134,North East
"Phoenix-Mesa-Scottsdale, AZ (MSA)",128259,2001,3.119442553,North East
"Pine Bluff, AR (MSA)",2410,2001,0.096612548,North East
"Pittsburgh, PA (MSA)",85104,2001,2.142598187,North East
"Pittsfield, MA (MSA)",4201,2001,0.119819743,North East
"Pocatello, ID (MSA)",1659,2001,0.071097969,North East
"Portland-South Portland, ME (MSA)",18518,2001,0.442485066,North East
"Portland-Vancouver-Hillsboro, OR-WA (MSA)",77620,2001,1.88260975,North East
"Port St. Lucie, FL (MSA)",6567,2001,0.292738376,North East
"Prescott, AZ (MSA)",2907,2001,0.149660214,North East
"Providence-Warwick, RI-MA (MSA)",48773,2001,1.436443423,North East
"Provo-Orem, UT (MSA)",8613,2001,0.355072763,North East
"Pueblo, CO (MSA)",3151,2001,0.124683444,North East
"Punta Gorda, FL (MSA)",2325,2001,0.128552472,North East
"Racine, WI (MSA)",5527,2001,0.174111643,North East
"Raleigh, NC (MSA)",35590,2001,0.760746425,North East
"Rapid City, SD (MSA)",3604,2001,0.10852153,North East
"Reading, PA (MSA)",10769,2001,0.339544709,North East
"Redding, CA (MSA)",3857,2001,0.146810292,North East
"Reno, NV (MSA)",14487,2001,0.318731849,North East
"Richmond, VA (MSA)",46684,2001,0.958879349,North East
"Riverside-San Bernardino-Ontario, CA (MSA)",76098,2001,3.006043848,North East
"Roanoke, VA (MSA)",9871,2001,0.261372663,North East
"Rochester, MN (MSA)",6473,2001,0.178871449,North East
"Rochester, NY (MSA)",35041,2001,0.97923653,North East
"Rockford, IL (MSA)",9905,2001,0.299118198,North East
"Rocky Mount, NC (MSA)",4940,2001,0.132645937,North East
"Rome, GA (MSA)",2686,2001,0.084058334,North East
"Sacramento--Roseville--Arden-Arcade, CA (MSA)",63611,2001,1.675075708,North East
"Saginaw, MI (MSA)",6413,2001,0.197700228,North East
"St. Cloud, MN (MSA)",5286,2001,0.153475408,North East
"St. George, UT (MSA)",1985,2001,0.084156527,North East
"St. Joseph, MO-KS (MSA)",3040,2001,0.112630136,North East
"St. Louis, MO-IL (MSA)",99086,2001,2.41873749,North East
"Salem, OR (MSA)",8653,2001,0.316345556,North East
"Salinas, CA (MSA)",13321,2001,0.364429732,North East
"Salisbury, MD-DE (MSA)",8833,2001,0.286413748,North East
"Salt Lake City, UT (MSA)",41632,2001,0.858427152,North East
"San Angelo, TX (MSA)",2692,2001,0.090551314,North East
"San Antonio-New Braunfels, TX (MSA)",51498,2001,1.532222553,North East
"San Diego-Carlsbad, CA (MSA)",114475,2001,2.587531927,North East
"San Francisco-Oakland-Hayward, CA (MSA)",239016,2001,3.763083318,North East
"San Jose-Sunnyvale-Santa Clara, CA (MSA)",118251,2001,1.761994874,North East
"San Luis Obispo-Paso Robles-Arroyo Grande, CA (MSA)",6912,2001,0.222215078,North East
"Santa Cruz-Watsonville, CA (MSA)",8855,2001,0.232085758,North East
"Santa Fe, NM (MSA)",4622,2001,0.113303753,North East
"Santa Maria-Santa Barbara, CA (MSA)",13830,2001,0.36050361,North East
"Santa Rosa, CA (MSA)",16179,2001,0.42509196,North East
"Savannah, GA (MSA)",8982,2001,0.264565538,North East
"Scranton--Wilkes-Barre--Hazleton, PA (MSA)",14789,2001,0.506871851,North East
"Seattle-Tacoma-Bellevue, WA (MSA)",157757,2001,2.819405226,North East
"Sebastian-Vero Beach, FL (MSA)",2686,2001,0.102797658,North East
"Sebring, FL (MSA)",1205,2001,0.079427856,North East
"Sheboygan, WI (MSA)",4049,2001,0.103414809,North East
"Sherman-Denison, TX (MSA)",2397,2001,0.104791466,North East
"Shreveport-Bossier City, LA (MSA)",13624,2001,0.323925914,North East
"Sierra Vista-Douglas, AZ (MSA)",2406,2001,0.10156184,North East
"Sioux City, IA-NE-SD (MSA)",5443,2001,0.154140236,North East
"Sioux Falls, SD (MSA)",9877,2001,0.176145382,North East
"South Bend-Mishawaka, IN-MI (MSA)",9245,2001,0.290513151,North East
"Spartanburg, SC (MSA)",8634,2001,0.270548053,North East
"Spokane-Spokane Valley, WA (MSA)",13467,2001,0.42369042,North East
"Springfield, IL (MSA)",7289,2001,0.178879945,North East
"Springfield, MA (MSA)",16177,2001,0.542888784,North East
"Springfield, MO (MSA)",10536,2001,0.340629142,North East
"Springfield, OH (MSA)",3358,2001,0.133635785,North East
"State College, PA (MSA)",3851,2001,0.122913408,North East
"Staunton-Waynesboro, VA (MSA)",3438,2001,0.100055295,North East
"Stockton-Lodi, CA (MSA)",13524,2001,0.528508343,North East
"Sumter, SC (MSA)",2326,2001,0.092338229,North East
"Syracuse, NY (MSA)",19989,2001,0.592740859,North East
"Tallahassee, FL (MSA)",9607,2001,0.286613562,North East
"Tampa-St. Petersburg-Clearwater, FL (MSA)",77491,2001,2.212764135,North East
"Terre Haute, IN (MSA)",4039,2001,0.155030131,North East
"Texarkana, TX-AR (MSA)",3310,2001,0.128643607,North East
"The Villages, FL (MSA)",608,2001,0.048484848,North East
"Toledo, OH (MSA)",21293,2001,0.568116329,North East
"Topeka, KS (MSA)",7190,2001,0.200837989,North East
"Trenton, NJ (MSA)",16913,2001,0.315935965,North East
"Tucson, AZ (MSA)",22622,2001,0.774116278,North East
"Tulsa, OK (MSA)",30943,2001,0.743161131,North East
"Tuscaloosa, AL (MSA)",5277,2001,0.180886436,North East
"Tyler, TX (MSA)",5565,2001,0.150617083,North East
"Urban Honolulu, HI (MSA)",31956,2001,0.770543981,North East
"Utica-Rome, NY (MSA)",6623,2001,0.266422624,North East
"Valdosta, GA (MSA)",3076,2001,0.105686308,North East
"Vallejo-Fairfield, CA (MSA)",9072,2001,0.346299195,North East
"Victoria, TX (MSA)",2304,2001,0.075921837,North East
"Vineland-Bridgeton, NJ (MSA)",3627,2001,0.131075856,North East
"Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",52342,2001,1.388824029,North East
"Visalia-Porterville, CA (MSA)",7278,2001,0.341529798,North East
"Waco, TX (MSA)",5543,2001,0.210081486,North East
"Walla Walla, WA (MSA)",1569,2001,0.053293027,North East
"Warner Robins, GA (MSA)",4011,2001,0.127706317,North East
"Washington-Arlington-Alexandria, DC-VA-MD-WV (MSA)",264309,2001,4.441123097,North East
"Waterloo-Cedar Falls, IA (MSA)",5135,2001,0.150529124,North East
"Watertown-Fort Drum, NY (MSA)",2732,2001,0.093424067,North East
"Wausau, WI (MSA)",4429,2001,0.115639687,North East
"Weirton-Steubenville, WV-OH (MSA)",2837,2001,0.110587043,North East
"Wenatchee, WA (MSA)",2407,2001,0.088750415,North East
"Wheeling, WV-OH (MSA)",3476,2001,0.1298711,North East
"Wichita, KS (MSA)",20816,2001,0.517514855,North East
"Wichita Falls, TX (MSA)",4043,2001,0.118995762,North East
"Williamsport, PA (MSA)",2922,2001,0.107363316,North East
"Wilmington, NC (MSA)",7127,2001,0.184503469,North East
"Winchester, VA-WV (MSA)",3422,2001,0.097534559,North East
"Winston-Salem, NC (MSA)",22417,2001,0.531007201,North East
"Worcester, MA-CT (MSA)",25244,2001,0.798279733,North East
"Yakima, WA (MSA)",5077,2001,0.201908928,North East
"York-Hanover, PA (MSA)",10449,2001,0.350825947,North East
"Youngstown-Warren-Boardman, OH-PA (MSA)",14702,2001,0.537648565,North East
"Yuba City, CA (MSA)",2955,2001,0.12313013,North East
"Yuma, AZ (MSA)",3056,2001,0.145281673,North East
United States Metropolitan Portion,9580071,2002,222.2444903,North East
"Abilene, TX (MSA)",3738,2002,0.135400442,North East
"Akron, OH (MSA)",22033,2002,0.645088567,North East
"Albany, GA (MSA)",4266,2002,0.14559727,North East
"Albany, OR (MSA)",2512,2002,0.094333246,North East
"Albany-Schenectady-Troy, NY (MSA)",29397,2002,0.762093638,North East
"Albuquerque, NM (MSA)",26349,2002,0.72747101,North East
"Alexandria, LA (MSA)",3487,2002,0.131525347,North East
"Allentown-Bethlehem-Easton, PA-NJ (MSA)",23615,2002,0.694334186,North East
"Altoona, PA (MSA)",3219,2002,0.117383218,North East
"Amarillo, TX (MSA)",6593,2002,0.203393491,North East
"Ames, IA (MSA)",2639,2002,0.075108151,North East
"Anchorage, AK (MSA)",15893,2002,0.261587333,North East
"Ann Arbor, MI (MSA)",16142,2002,0.314438211,North East
"Anniston-Oxford-Jacksonville, AL (MSA)",2601,2002,0.102132171,North East
"Appleton, WI (MSA)",7464,2002,0.194102044,North East
"Asheville, NC (MSA)",10275,2002,0.352704929,North East
"Athens-Clarke County, GA (MSA)",4722,2002,0.156746888,North East
"Atlanta-Sandy Springs-Roswell, GA (MSA)",211830,2002,4.199476627,North East
"Atlantic City-Hammonton, NJ (MSA)",11139,2002,0.236536991,North East
"Auburn-Opelika, AL (MSA)",2318,2002,0.108683421,North East
"Augusta-Richmond County, GA-SC (MSA)",14892,2002,0.471265823,North East
"Austin-Round Rock, TX (MSA)",52416,2002,1.282662425,North East
"Bakersfield, CA (MSA)",17542,2002,0.566382539,North East
"Baltimore-Columbia-Towson, MD (MSA)",102806,2002,2.378667284,North East
"Bangor, ME (MSA)",4362,2002,0.135192934,North East
"Barnstable Town, MA (MSA)",7659,2002,0.206069901,North East
"Baton Rouge, LA (MSA)",24520,2002,0.59954032,North East
"Battle Creek, MI (MSA)",4375,2002,0.132227159,North East
"Bay City, MI (MSA)",2556,2002,0.103860219,North East
"Beaumont-Port Arthur, TX (MSA)",11020,2002,0.330434783,North East
"Beckley, WV (MSA)",2802,2002,0.109371951,North East
"Bellingham, WA (MSA)",5303,2002,0.148331515,North East
"Bend-Redmond, OR (MSA)",4271,2002,0.114805656,North East
"Billings, MT (MSA)",4589,2002,0.121366798,North East
"Binghamton, NY (MSA)",6177,2002,0.244914952,North East
"Birmingham-Hoover, AL (MSA)",42001,2002,0.952792523,North East
"Bismarck, ND (MSA)",3260,2002,0.091763779,North East
